date,site,rating,text,stay_type
"2026-04-04","楽天トラベル",5,"一人旅で1泊しました。ベッドの寝心地が良く、朝までぐっすり眠れました。友人にもすすめたいと思います。","一人旅"
"2026-04-05","楽天トラベル",5,"仕事で利用しました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。友人にもすすめたいと思います。","ビジネス"
"2026-04-05","Google",3,"静かで良かったです（隣の部屋の人以外は）。","一人旅"
"2026-04-07","じゃらん",4,"また来ます！","ビジネス"
"2026-04-09","楽天トラベル",3,"一人旅で1泊しました。部屋の設備が全体的に古く、壁紙の汚れが目立ちました。改善を期待しています。","一人旅"
"2026-04-09","楽天トラベル",5,"学生時代の友人との旅行で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。友人にもすすめたいと思います。","友人"
"2026-04-09","楽天トラベル",5,"だし巻き卵が美味しかったです。","ビジネス"
"2026-04-10","じゃらん",5,"出張で1泊しました。動画も止まらずに見られるくらいWi-Fiが快適でした。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。","ビジネス"
"2026-04-13","楽天トラベル",2,"家族旅行で1泊しました。浴室の排水が悪く、シャワー中に水が溜まってしまいました。","家族"
"2026-04-13","楽天トラベル",4,"3泊で利用しました。部屋の設備が全体的に古く、壁紙の汚れが目立ちました。動画も止まらずに見られるくらいWi-Fiが快適でした。チェックアウト後も荷物を預かっていただき、身軽に観光できました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。改善されればまた利用したいです。","連泊"
"2026-04-13","楽天トラベル",4,"学生時代の友人との旅行で利用しました。ラウンジが静かで、読書や作業にちょうど良い空間でした。","友人"
"2026-04-14","Google",4,"友人3人で泊まりました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。","友人"
"2026-04-19","じゃらん",5,"子ども2人と家族で泊まりました。窓からの眺めが良く、朝の光が気持ちよかったです。また利用したいです。","家族"
"2026-04-19","じゃらん",5,"一人旅で1泊しました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。友人にもすすめたいと思います。","一人旅"
"2026-04-20","Google",4,"家族旅行で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。ラウンジが静かで、読書や作業にちょうど良い空間でした。また利用したいです。","家族"
"2026-04-22","Google",5,"出張で1泊しました。掃除が行き届いていて清潔でした。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。名物のだし巻き卵が絶品で、思わずおかわりしました。","ビジネス"
"2026-04-23","じゃらん",4,"学生時代の友人との旅行で利用しました。加湿空気清浄機があり、乾燥が気になりませんでした。チェックインで30分以上待たされ、説明もありませんでした。改善されればまた利用したいです。","友人"
"2026-04-25","じゃらん",5,"子ども2人と家族で泊まりました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。また利用したいです。","家族"
"2026-04-25","Google",5,"学生時代の友人との旅行で利用しました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。友人にもすすめたいと思います。","友人"
"2026-04-28","Google",4,"一人旅で1泊しました。アメニティが充実していて、手ぶらでも困りませんでした。港まで歩いて行けるので、散歩が楽しかったです。友人にもすすめたいと思います。","一人旅"
"2026-04-29","楽天トラベル",5,"夫婦で1泊しました。加湿空気清浄機があり、乾燥が気になりませんでした。ラウンジが静かで、読書や作業にちょうど良い空間でした。","カップル"
"2026-04-29","楽天トラベル",1,"学生時代の友人との旅行で利用しました。コンセントがベッドから遠く、スマホの充電に不便でした。チェックアウト後も荷物を預かっていただき、身軽に観光できました。朝食の温かい料理が冷めていて残念でした。総合的には満足です。","友人"
"2026-05-01","Google",4,"子ども2人と家族で泊まりました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。次はもっとゆっくり泊まりたいです。","家族"
"2026-05-04","じゃらん",5,"出張で1泊しました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。友人にもすすめたいと思います。","ビジネス"
"2026-05-06","楽天トラベル",5,"夫婦で1泊しました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。また利用したいです。","カップル"
"2026-05-06","Google",4,"一人旅で1泊しました。Wi-Fiが速く、オンライン会議も途切れずにできました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。ラウンジの利用時間が短く、夕食後に寄ったら閉まっていました。改善されればまた利用したいです。","一人旅"
"2026-05-07","Google",4,"出張で1泊しました。コンセントがベッドから遠く、スマホの充電に不便でした。Wi-Fiが速く、オンライン会議も途切れずにできました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。ラウンジが静かで、読書や作業にちょうど良い空間でした。","ビジネス"
"2026-05-08","Google",5,"記念日旅行で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。次はもっとゆっくり泊まりたいです。","カップル"
"2026-05-08","楽天トラベル",3,"記念日旅行で利用しました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。朝食の品切れが多く、補充もなかなかされませんでした。改善されればまた利用したいです。","カップル"
"2026-05-08","楽天トラベル",4,"仕事で利用しました。Wi-Fiが速く、オンライン会議も途切れずにできました。港まで歩いて行けるので、散歩が楽しかったです。友人にもすすめたいと思います。","ビジネス"
"2026-05-09","楽天トラベル",5,"また出張で使います。","ビジネス"
"2026-05-12","Google",5,"学生時代の友人との旅行で利用しました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。また利用したいです。","友人"
"2026-05-13","楽天トラベル",4,"仕事で利用しました。フロントの方が近くの飲食店を丁寧に教えてくださいました。次はもっとゆっくり泊まりたいです。","ビジネス"
"2026-05-15","Google",5,"家族旅行で1泊しました。ベッドの寝心地が良く、朝までぐっすり眠れました。次はもっとゆっくり泊まりたいです。","家族"
"2026-05-15","Google",4,"夫婦で1泊しました。有線LANも使えたので、大きなファイルの送信も安心でした。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。友人にもすすめたいと思います。","カップル"
"2026-05-16","楽天トラベル",5,"仕事で利用しました。有線LANも使えたので、大きなファイルの送信も安心でした。","ビジネス"
"2026-05-18","Google",5,"子ども2人と家族で泊まりました。有線LANも使えたので、大きなファイルの送信も安心でした。チェックイン時に子どもにも優しく声をかけてもらい、家族みんな安心できました。次はもっとゆっくり泊まりたいです。","家族"
"2026-05-18","じゃらん",5,"家族旅行で1泊しました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。フロントの方が近くの飲食店を丁寧に教えてくださいました。次はもっとゆっくり泊まりたいです。","家族"
"2026-05-19","Google",4,"記念日旅行で利用しました。荷物の受け取りや発送もスムーズに手配してもらえました。","カップル"
"2026-05-21","楽天トラベル",5,"一人旅で1泊しました。アメニティが充実していて、手ぶらでも困りませんでした。","一人旅"
"2026-05-22","じゃらん",5,"子どもが朝食のだし巻き卵を気に入って、家でも作ってとせがまれています笑","家族"
"2026-05-23","じゃらん",4,"出張で1泊しました。窓からの眺めが良く、朝の光が気持ちよかったです。Wi-Fiが速く、オンライン会議も途切れずにできました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。朝食会場が混雑していて、席が空くまで15分ほど待ちました。総合的には満足です。","ビジネス"
"2026-05-23","じゃらん",4,"家族旅行で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。また利用したいです。","家族"
"2026-05-25","Google",5,"満足です。","家族"
"2026-05-26","Google",4,"フロントの対応が丁寧でした。","一人旅"
"2026-05-29","楽天トラベル",2,"仕事で利用しました。ラウンジの利用時間が短く、夕食後に寄ったら閉まっていました。価格に見合う対応をお願いしたいです。","ビジネス"
"2026-05-30","じゃらん",5,"仕事で利用しました。デスクと椅子がしっかりしていて、夜の仕事がはかどりました。Wi-Fiが速く、オンライン会議も途切れずにできました。荷物の受け取りや発送もスムーズに手配してもらえました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。","ビジネス"
"2026-06-01","じゃらん",4,"夫婦で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。また利用したいです。","カップル"
"2026-06-02","Google",3,"3泊で利用しました。冷蔵庫の音が大きく、なかなか寝付けませんでした。朝食のメニューが日替わりなので、連泊でも飽きませんでした。総合的には満足です。","連泊"
"2026-06-02","楽天トラベル",3,"出張で1泊しました。夜になるとWi-Fiが極端に遅くなり、オンライン会議が何度も切れました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。名物のだし巻き卵が絶品で、思わずおかわりしました。周辺にコンビニや飲食店が多く、不便はありませんでした。","ビジネス"
"2026-06-02","楽天トラベル",5,"学生時代の友人との旅行で利用しました。掃除が行き届いていて清潔でした。また利用したいです。","友人"
"2026-06-03","Google",3,"家族旅行で1泊しました。アメニティが充実していて、手ぶらでも困りませんでした。夜になるとWi-Fiが極端に遅くなり、オンライン会議が何度も切れました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。","家族"
"2026-06-05","じゃらん",5,"Wi-Fiが速くて助かりました。","カップル"
"2026-06-08","じゃらん",3,"学生時代の友人との旅行で利用しました。隣の部屋の話し声が聞こえ、夜は少し気になりました。フロントの方が近くの飲食店を丁寧に教えてくださいました。","友人"
"2026-06-08","じゃらん",1,"子ども2人と家族で泊まりました。部屋の設備が全体的に古く、壁紙の汚れが目立ちました。チェックインで30分以上待たされ、説明もありませんでした。駐車場が狭く、大きな車だと停めにくかったです。価格に見合う対応をお願いしたいです。","家族"
"2026-06-12","楽天トラベル",4,"夫婦で1泊しました。有線LANも使えたので、大きなファイルの送信も安心でした。","カップル"
"2026-06-12","じゃらん",4,"家族旅行で1泊しました。アメニティが充実していて、手ぶらでも困りませんでした。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。ラウンジが静かで、読書や作業にちょうど良い空間でした。次はもっとゆっくり泊まりたいです。","家族"
"2026-06-13","じゃらん",4,"朝ごはんが美味しかった！","ビジネス"
"2026-06-17","じゃらん",1,"一人旅で1泊しました。隣の部屋の話し声が聞こえ、夜は少し気になりました。チェックインで30分以上待たされ、説明もありませんでした。港まで歩いて行けるので、散歩が楽しかったです。","一人旅"
"2026-06-18","Google",5,"記念日旅行で利用しました。有線LANも使えたので、大きなファイルの送信も安心でした。荷物の受け取りや発送もスムーズに手配してもらえました。名物のだし巻き卵が絶品で、思わずおかわりしました。友人にもすすめたいと思います。","カップル"
"2026-06-18","じゃらん",5,"3泊で利用しました。加湿空気清浄機があり、乾燥が気になりませんでした。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。名物のだし巻き卵が絶品で、思わずおかわりしました。また利用したいです。","連泊"
"2026-06-18","じゃらん",4,"駅から近くて便利でした。駐車場は少し狭いです。","カップル"
"2026-06-21","Google",3,"3泊で利用しました。コンセントがベッドから遠く、スマホの充電に不便でした。動画も止まらずに見られるくらいWi-Fiが快適でした。ラウンジが静かで、読書や作業にちょうど良い空間でした。","連泊"
"2026-06-23","楽天トラベル",5,"出張で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。ラウンジが静かで、読書や作業にちょうど良い空間でした。また利用したいです。","ビジネス"
"2026-06-27","Google",4,"友人3人で泊まりました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。また利用したいです。","友人"
"2026-06-27","楽天トラベル",4,"仕事で利用しました。動画も止まらずに見られるくらいWi-Fiが快適でした。","ビジネス"
"2026-06-28","じゃらん",5,"家族旅行で1泊しました。動画も止まらずに見られるくらいWi-Fiが快適でした。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。また利用したいです。","家族"
"2026-06-28","楽天トラベル",3,"一人旅で1泊しました。清掃不要の札を出していたのに部屋に入られていて、驚きました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。","一人旅"
"2026-06-28","楽天トラベル",5,"友人3人で泊まりました。ラウンジが静かで、読書や作業にちょうど良い空間でした。友人にもすすめたいと思います。","友人"
"2026-06-30","じゃらん",5,"記念日旅行で利用しました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。","カップル"
"2026-06-30","楽天トラベル",5,"夫婦で1泊しました。動画も止まらずに見られるくらいWi-Fiが快適でした。駅から歩いて5分ほどで便利な立地でした。次はもっとゆっくり泊まりたいです。","カップル"
"2026-07-01","楽天トラベル",5,"記念日旅行で利用しました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。次はもっとゆっくり泊まりたいです。","カップル"
"2026-07-01","じゃらん",5,"ラウンジが快適でした。","友人"
"2026-07-04","楽天トラベル",3,"仕事で利用しました。夜に仕事をしたかったのに、回線が不安定で困りました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。","ビジネス"
"2026-07-05","Google",5,"夫婦で1泊しました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。友人にもすすめたいと思います。","カップル"
"2026-07-05","Google",5,"子ども2人と家族で泊まりました。動画も止まらずに見られるくらいWi-Fiが快適でした。荷物の受け取りや発送もスムーズに手配してもらえました。","家族"
"2026-07-06","楽天トラベル",5,"記念日旅行で利用しました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。駐車場が狭く、大きな車だと停めにくかったです。次はもっとゆっくり泊まりたいです。","カップル"
"2026-07-07","じゃらん",5,"夫婦で1泊しました。掃除が行き届いていて清潔でした。","カップル"
"2026-07-07","楽天トラベル",5,"家族旅行で1泊しました。掃除が行き届いていて清潔でした。荷物の受け取りや発送もスムーズに手配してもらえました。次はもっとゆっくり泊まりたいです。","家族"
"2026-07-07","Google",5,"居心地が良すぎて延泊しました。","連泊"
"2026-07-08","じゃらん",3,"記念日旅行で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。夜間はスタッフが一人だけのようで、対応を頼んでも1時間近く待ちました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。総合的には満足です。","カップル"
"2026-07-11","楽天トラベル",4,"子ども2人と家族で泊まりました。動画も止まらずに見られるくらいWi-Fiが快適でした。友人にもすすめたいと思います。","家族"
"2026-07-14","楽天トラベル",4,"一人旅で1泊しました。ラウンジが静かで、読書や作業にちょうど良い空間でした。","一人旅"
"2026-07-14","Google",5,"友人3人で泊まりました。ベッドの寝心地が良く、朝までぐっすり眠れました。また利用したいです。","友人"
"2026-07-14","Google",5,"Wi-Fiの調子が悪いと伝えたら、スタッフさんがすぐにルーターを交換してくれました。対応が早くて助かりました。","ビジネス"
"2026-07-15","Google",5,"出張で1泊しました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。","ビジネス"
"2026-07-15","楽天トラベル",4,"一人旅で1泊しました。エアコンの効きが悪く、夜も暑くて何度も目が覚めました。急な延泊のお願いにも快く対応していただきました。総合的には満足です。","一人旅"
"2026-07-17","Google",4,"夫婦で1泊しました。ベッドの寝心地が良く、朝までぐっすり眠れました。次はもっとゆっくり泊まりたいです。","カップル"
"2026-07-17","Google",4,"出張で1泊しました。夜になるとWi-Fiが極端に遅くなり、オンライン会議が何度も切れました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。","ビジネス"
"2026-07-18","Google",1,"7月に家族で1泊しましたが、部屋のエアコンがほとんど効かず、夜も室温が28度から下がりませんでした。夜9時ごろに部屋の交換をお願いしましたが満室とのことで、扇風機を貸していただくのみでした。子どもが寝苦しくて何度も起きてしまい、楽しみにしていた家族旅行が台無しになりました。設備の点検をもう少しこまめにしていただきたいです。","家族"
"2026-07-19","楽天トラベル",5,"仕事で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。荷物の受け取りや発送もスムーズに手配してもらえました。駅から歩いて5分ほどで便利な立地でした。また利用したいです。","ビジネス"
"2026-07-22","じゃらん",3,"仕事で利用しました。浴室の排水が悪く、シャワー中に水が溜まってしまいました。Wi-Fiが速く、オンライン会議も途切れずにできました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。総合的には満足です。","ビジネス"
"2026-07-23","じゃらん",3,"3泊で利用しました。Wi-Fiが1日に何度も切れて、そのたびに再接続が必要でした。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。駅から歩いて5分ほどで便利な立地でした。総合的には満足です。","連泊"
"2026-07-28","楽天トラベル",3,"仕事で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。Wi-Fiが1日に何度も切れて、そのたびに再接続が必要でした。","ビジネス"
"2026-07-30","楽天トラベル",4,"一人旅で1泊しました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。また利用したいです。","一人旅"
"2026-08-01","Google",5,"満足です。","友人"
"2026-08-07","楽天トラベル",3,"一人旅で1泊しました。コンセントがベッドから遠く、スマホの充電に不便でした。","一人旅"
"2026-08-09","Google",4,"記念日旅行で利用しました。窓からの眺めが良く、朝の光が気持ちよかったです。次はもっとゆっくり泊まりたいです。","カップル"
"2026-08-09","じゃらん",4,"出張で1泊しました。部屋でもラウンジでもWi-Fiが安定していて、仕事に集中できました。港まで歩いて行けるので、散歩が楽しかったです。友人にもすすめたいと思います。","ビジネス"
"2026-08-11","じゃらん",3,"Wi-Fiが遅くて仕事にならず困りましたが、ラウンジのコーヒーに救われました。","ビジネス"
"2026-08-13","楽天トラベル",3,"学生時代の友人との旅行で利用しました。ベッドの寝心地が良く、朝までぐっすり眠れました。夜になるとWi-Fiが極端に遅くなり、オンライン会議が何度も切れました。誕生日だと伝えたら、メッセージカードを用意してくださり感激しました。総合的には満足です。","友人"
"2026-08-13","じゃらん",5,"学生時代の友人との旅行で利用しました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。また利用したいです。","友人"
"2026-08-14","じゃらん",5,"学生時代の友人との旅行で利用しました。加湿空気清浄機があり、乾燥が気になりませんでした。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。駅から歩いて5分ほどで便利な立地でした。友人にもすすめたいと思います。","友人"
"2026-08-15","Google",5,"Wi-Fiが速くて助かりました。","カップル"
"2026-08-16","楽天トラベル",5,"仕事で利用しました。フロントの方が近くの飲食店を丁寧に教えてくださいました。友人にもすすめたいと思います。","ビジネス"
"2026-08-18","じゃらん",4,"学生時代の友人との旅行で利用しました。ベッドの寝心地が良く、朝までぐっすり眠れました。予約内容が伝わっておらず、チェックイン時にもう一度説明する必要がありました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。","友人"
"2026-08-19","じゃらん",4,"記念日旅行で利用しました。フロントの方が近くの飲食店を丁寧に教えてくださいました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。駅から歩いて5分ほどで便利な立地でした。","カップル"
"2026-08-20","じゃらん",4,"子ども2人と家族で泊まりました。アメニティが充実していて、手ぶらでも困りませんでした。部屋の奥だとWi-Fiが届きにくく、テザリングで対応しました。チェックイン時に子どもにも優しく声をかけてもらい、家族みんな安心できました。改善されればまた利用したいです。","家族"
"2026-08-21","楽天トラベル",3,"出張で2泊しました。昼間は問題ないのですが、夜8時以降になるとWi-Fiが極端に遅くなり、翌日の会議資料のアップロードに1時間近くかかりました。ラウンジのWi-Fiも同じ状況でした。部屋の設備やスタッフの対応には満足しているので、回線の増強さえしていただければ、また出張で利用したいと思っています。","ビジネス"
"2026-08-23","じゃらん",3,"一人旅で1泊しました。ドライヤーの風が弱く、髪を乾かすのに時間がかかりました。改善を期待しています。","一人旅"
"2026-08-23","Google",3,"友人3人で泊まりました。浴室の排水が悪く、シャワー中に水が溜まってしまいました。価格に見合う対応をお願いしたいです。","友人"
"2026-08-25","じゃらん",3,"仕事で利用しました。加湿空気清浄機があり、乾燥が気になりませんでした。部屋の奥だとWi-Fiが届きにくく、テザリングで対応しました。改善されればまた利用したいです。","ビジネス"
"2026-08-25","Google",4,"子ども2人と家族で泊まりました。チェックイン時に子どもにも優しく声をかけてもらい、家族みんな安心できました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。友人にもすすめたいと思います。","家族"
"2026-08-27","じゃらん",5,"夫婦で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。名物のだし巻き卵が絶品で、思わずおかわりしました。次はもっとゆっくり泊まりたいです。","カップル"
"2026-08-29","楽天トラベル",3,"出張で1泊しました。ドライヤーの風が弱く、髪を乾かすのに時間がかかりました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。周辺にコンビニや飲食店が多く、不便はありませんでした。総合的には満足です。","ビジネス"
"2026-08-30","楽天トラベル",3,"学生時代の友人との旅行で利用しました。隣の部屋の話し声が聞こえ、夜は少し気になりました。フロントの方が近くの飲食店を丁寧に教えてくださいました。駐車場が狭く、大きな車だと停めにくかったです。総合的には満足です。","友人"
"2026-08-30","楽天トラベル",4,"夫婦で1泊しました。ラウンジが静かで、読書や作業にちょうど良い空間でした。","カップル"
"2026-08-30","Google",4,"出張で1泊しました。収納が多く、スーツケースを広げたままでも部屋が片付きました。友人にもすすめたいと思います。","ビジネス"
"2026-09-04","Google",3,"ラウンジではWi-Fiがサクサクで快適…と思ったら、部屋に戻ると全然つながらない。","ビジネス"
"2026-09-05","じゃらん",3,"仕事で利用しました。清掃不要の札を出していたのに部屋に入られていて、驚きました。改善を期待しています。","ビジネス"
"2026-09-06","楽天トラベル",4,"学生時代の友人との旅行で利用しました。収納が多く、スーツケースを広げたままでも部屋が片付きました。部屋の奥だとWi-Fiが届きにくく、テザリングで対応しました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。ラウンジが静かで、読書や作業にちょうど良い空間でした。","友人"
"2026-09-09","じゃらん",4,"夫婦で1泊しました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。また利用したいです。","カップル"
"2026-09-09","Google",5,"だし巻き卵が美味しかったです。","カップル"
"2026-09-09","楽天トラベル",5,"清潔で居心地が良かったです。","家族"
"2026-09-10","Google",4,"家族旅行で1泊しました。隣の部屋の話し声が聞こえ、夜は少し気になりました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。改善されればまた利用したいです。","家族"
"2026-09-11","楽天トラベル",3,"学生時代の友人との旅行で利用しました。清掃不要の札を出していたのに部屋に入られていて、驚きました。価格に見合う対応をお願いしたいです。","友人"
"2026-09-12","楽天トラベル",5,"一人旅で1泊しました。アメニティが充実していて、手ぶらでも困りませんでした。名物のだし巻き卵が絶品で、思わずおかわりしました。また利用したいです。","一人旅"
"2026-09-12","Google",5,"友人3人で泊まりました。夕方のラウンジで地元のクラフトビールが飲めるのが良かったです。また利用したいです。","友人"
"2026-09-13","Google",5,"仕事で利用しました。掃除が行き届いていて清潔でした。友人にもすすめたいと思います。","ビジネス"
"2026-09-17","楽天トラベル",5,"だし巻き卵が美味しかったです。","ビジネス"
"2026-09-20","Google",1,"出張で1泊しました。冷蔵庫の音が大きく、なかなか寝付けませんでした。夜になるとWi-Fiが極端に遅くなり、オンライン会議が何度も切れました。ラウンジが静かで、読書や作業にちょうど良い空間でした。総合的には満足です。","ビジネス"
"2026-09-20","じゃらん",4,"家族旅行で1泊しました。荷物の受け取りや発送もスムーズに手配してもらえました。次はもっとゆっくり泊まりたいです。","家族"
"2026-09-21","楽天トラベル",5,"友人3人で泊まりました。荷物の受け取りや発送もスムーズに手配してもらえました。朝食の地元野菜のビュッフェが美味しく、朝から幸せな気分になりました。また利用したいです。","友人"
"2026-09-23","楽天トラベル",4,"家族旅行で1泊しました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。また利用したいです。","家族"
"2026-09-24","楽天トラベル",4,"家族旅行で1泊しました。有線LANも使えたので、大きなファイルの送信も安心でした。また利用したいです。","家族"
"2026-09-24","楽天トラベル",5,"子どもも大喜びでした。","家族"
"2026-09-25","じゃらん",5,"子ども2人と家族で泊まりました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。友人にもすすめたいと思います。","家族"
"2026-09-25","Google",2,"素晴らしいWi-Fiでした。つながっている間は。","ビジネス"
"2026-09-26","楽天トラベル",3,"出張で1泊しました。夜に仕事をしたかったのに、回線が不安定で困りました。チェックアウト後も荷物を預かっていただき、身軽に観光できました。ラウンジの無料コーヒーが美味しく、観光の合間にほっとできました。周辺にコンビニや飲食店が多く、不便はありませんでした。","ビジネス"
"2026-09-26","Google",3,"友人3人で泊まりました。収納が多く、スーツケースを広げたままでも部屋が片付きました。部屋の奥だとWi-Fiが届きにくく、テザリングで対応しました。体調を崩した際、すぐに近くの薬局を調べてくださり助かりました。","友人"
"2026-09-26","楽天トラベル",5,"大変親切な接客でした。","カップル"
"2026-09-26","楽天トラベル",2,"出張で1泊しました。夜にどうしても参加しなければならないオンライン会議があり、Wi-Fiが使えることを確認して予約しましたが、会議中に3回も接続が切れました。フロントに相談したところ「ルーターを再起動します」とのことでしたが改善せず、結局スマホのテザリングで乗り切り、通信量の追加料金もかかりました。予約サイトに『全館Wi-Fi完備』と書いてある以上、通信環境は最優先で見直していただきたいです。","ビジネス"
